Paul Spende,TensorFlow js Exploration,Organization: TensorFlow
ace,TensorFlow Official Model Migration to v2.0,Organization: TensorFlow
Wenhe Li,TensorFlow.js with WebWorker,Organization: TensorFlow
Durgesh Kumar,Tensormap,Organization: SCoRe Lab (Sustainable Computing Research Lab)
Suleka Helmini,TensorMap,Organization: SCoRe Lab (Sustainable Computing Research Lab)
Priyadarshi Raj,Terasology Launcher 4.0,Organization: The Terasology Foundation
Nikhil-Bansal,Testing and comparison of alternative robotic simulators,Organization: RoboComp
gPath,Testing Efficiency Catroid,Organization: Catrobat
Divya Rani,Testing framework for Jupyter notebooks,Organization: CERN-HSF
Tasmiah Tahsin Mayeesha,Text embedding modules in tensorflow hub,Organization: TensorFlow
Bruno Baruffaldi,Text-Extraction Libraries,Organization: Xapian Search Engine Library
Connor McPherson,The Apolo Library: Building Piping and bash syntax in a light-weight environment,Organization: LabLua
Fani Dimou,The missing features of NextCloudPi: Automatic installation and integration of several apps on NextCloudPi and implementation of new features and options,Organization: Open Technologies Aliance - GFOSS
David S,The render DAG enhancements,Organization: The Terasology Foundation
Noor Binte Amir,THEME SUPPORT FOR ROCKET.CHAT ANDROID APP,Organization: Rocket.Chat
Michail Chatzianastasis,Thesis Management System,Organization: Open Technologies Aliance - GFOSS
Khaled Emara,Tiled Textures Support For Adreno 3XX Gallium Driver,Organization: X.Org Foundation
Aditya Singh,To integrate Network-wide Ad-blocking in Amahi HDA and to develop a centralized SSL Certificate Management Interface for Amahi,Organization: Amahi
MSleepyPanda,Tokio Console,Organization: Tokio
Gopa Vasanth,Tool to Cut Videos in Commons,Organization: Wikimedia Foundation
Vishal R,Tool to Generate Bounding Nodes for Buildings and Quality Assurance,Organization: OpenStreetMap
Jayakrishna Sahit,Tool to generate RDF triples from DBpedia abstract,Organization: DBpedia
Jonathan Guiang,Tools for Understanding CMS Data Access,Organization: CERN-HSF
Johnny Chen,Towards Better Images.jl Ecosystem,Organization: The Julia Language
Vignesh Ram Somnath,Transfer Learning Framework,Organization: Open Chemistry
Stuart Chan,Transformer of Attention Mechanism  for Long-context QA,Organization: DBpedia
Ye,Tree-regularized convolutional Neural Network (tCNN) for microbiome-based prediction,Organization: R project for statistical computing
H.L Praveen Raj,TUI (Terminal UI) remote attachment,Organization: Neovim
Ajumal P A,TUID service improvments,Organization: Mozilla
Oğuz,Turkic MT improvements,Organization: Apertium
Ujjwal Agrawal,Ujjwal Agrawal/ WikiEdu Dashboard Android App,Organization: Wikimedia Foundation
Krishna Kumar Dey,Unit Test Framework,Organization: Chapel
Santiago Piccinini,Unit testing LibreMesh,Organization: freifunk
Amr Keleg,Unsupervised weighting of automata,Organization: Apertium
Ayan Banerjee,Update GDC Data on Xena,Organization: UCSC Xena
Dylan Robson,Upgrade android-client field officer app to v6.0.,Organization: The Mifos Initiative
Abhishek Gaur,Upgrade Parser Libraries for Golang,Organization: SPDX (Software Product Data Exchange)
EVANGELOS KARATARAKIS,Upgrade UMLGraphs with Java's new doclet API,Organization: Open Technologies Aliance - GFOSS
amany9000,Upgrading hs-web3 library,Organization: Haskell.Org
Apurva Nandan,USB 3.0 Module Gearwork,Organization: apertus° Association
Ryan Tendonge,User Interface for Password Reset Project,Organization: OpenMRS
Timothy Olaleke,Ushahidi Platform USSD Integration,Organization: Digital Impact Alliance
Oren Shoham,Using Audio Worklet in the p5.Sound library,Organization: The Processing Foundation
Harshit Gupta-1,Using Deep Learning Techniques To Enhance Orthology Calls,Organization: Genes
Bhavye Jain,Validation of spatial systems biology models in Java,Organization: National Resource for Network Biology (NRNB)
Arturo Garza Rodriguez,VectorFlow,Organization: CERN-HSF
Ankit Kumar Dwivedi,Vectorization of bitmaps,Organization: Synfig
Fabricio I Layedra,viNLaP: An interactive visualizer for polarized data sources,Organization: CLiPS
Paavo-Einari Kaipila,Virtual memory compression,Organization: FreeBSD
made777,Vision based machine drawing analyzing system(VBMDAS),Organization: SCoRe Lab (Sustainable Computing Research Lab)
Alexandra Ciobica,Visual design on logged out pages &amp; refactor CSS,Organization: Zulip Open Source Project
Mayank Dhiman,VISual MAth: Refactoring Old Modules &amp; Adding New Ones,Organization: AerospaceResearch.net
Rohit-Kumar,Visualization of astronomical images in Julia: A fresh Approach,Organization: Open Astronomy
Nakul Bharti,Visualize a large Connectome in 3D using HTML5,Organization: INCF
Shivansh Saini,VLC on Android Testsuite,Organization: VideoLAN
Abel Tesfaye,VLC Qt interface redesign,Organization: VideoLAN
Rohan Rajpal,VLC Qt interface redesign,Organization: VideoLAN
Duncan McNAMARA,VLC-Android Test Suite,Organization: VideoLAN
Chandeepa Dissanayake,Voice Commands for IVI - Research Project Continuation,Organization: GENIVI Alliance
Rudrank Riyam,VoiceOver Accessibility in Rocket.Chat iOS application,Organization: Rocket.Chat
Bassem Samir,Volumetric rendering for 3Dmol.js,Organization: Open Chemistry
Rohit R. Chattopadhyay,Web Interface for NLP Extracted Interaction Network,Organization: National Resource for Network Biology (NRNB)
Chaitanya Bankanhal,Web Interface for rclone sync,Organization: CCExtractor Development
Aman Dave,Web Pipeline for Flux Balance Analysis,Organization: Computational Biology @ University of Nebraska-Lincoln
Mohamed Shadab,Web Pipeline For Kinetic (ODE-Based) Models,Organization: Computational Biology @ University of Nebraska-Lincoln
Xianwen Long,Web Thing API Implementation for drupal module.,Organization: Drupal
Yijie Huang,Web-based GUI for deep learning continuous workflows,Organization: INCF
Oleksandr Samoilov,Webservices in Joomla,Organization: Joomla
namangupta,Websocket Interaction for Real-time Interaction and Sensor data and Display Library,Organization: Public Lab
Heng Yeow Tan,WebSocket Monitor,Organization: Mozilla
Manos Kirtas,WebSocket Scanning,Organization: OWASP Foundation
Harry Pantazis,WireGuard Tunneling for BMX7,Organization: freifunk
Rohitt Vashishtha,Work Across Zulip Message Rendering Pipeline,Organization: Zulip Open Source Project
Jaydeep Chakraborty,Workflow for linking External datasets,Organization: DBpedia
Jack Shen,Working Hours Plugin - UI Improvements,Organization: Jenkins project
Mihai Stan,WPS .NET Library &amp; ArcGIS Pro Add-In,Organization: 52°North Initiative for Geospatial Open Source Software GmbH
Ashish Aggarwal,Write Activity,Organization: Sugar Labs
propersam,Writing Functional and Unit Tests For Defect-Dojo Tools and Modules,Organization: OWASP Foundation
jaindiv26,WXikie_DivyansnshJain,Organization: XWiki
Victor Nogueira,XDPLua,Organization: LabLua
Denis Obrezkov,Xen on BeagleBoard-x15,Organization: BeagleBoard.org
Avinash Barnwal-1,xgboost loss functions,Organization: R project for statistical computing
Lavanya Singh,“Good” Archiving: Improving Quality and Efficiency of News Archiving,Organization: Internet Archive
